gene h2 se p
ORAI2 0.454224 0.046616 0
CRIP2 0.454023 0.051518 0
CC2D1B 0.453654 0.052867 0
LOH12CR1 0.453597 0.042519 0
BCL2L14 0.453443 0.041257 0
GSTM5 0.452881 0.042884 0
TLR4 0.452694 0.044447 0
CNN2 0.452441 0.041185 0
CSTB 0.452367 0.044586 0
CENPI 0.452367 0.044586 0
PYGB 0.452341 0.052550 0
RNASE2 0.451815 0.043583 0
BCAP31 0.451815 0.043583 0
TBC1D7 0.451318 0.046112 0
NELF 0.451138 0.044804 0
TREM1 0.451011 0.040886 0
PFKFB1 0.450993 0.046095 0
CTSB 0.450993 0.046095 0
TEK 0.450985 0.041582 0
CDRT15 0.450421 0.037749 0
MED16 0.450348 0.040319 0
CCDC23 0.450269 0.051065 0
LILRB1 0.449852 0.043579 0
MRPL21 0.449810 0.042845 0
LRRC23 0.449095 0.040481 0
NCR3 0.448752 0.053992 0
ZNF584 0.448582 0.051057 0
HIST2H2BF 0.448200 0.074301 0
IFITM2 0.447873 0.046781 0
LY86 0.447811 0.040855 0
MUC4 0.447748 0.043870 0
IL12RB1 0.447710 0.040035 0
ATRX 0.447710 0.040035 0
PRMT6 0.447452 0.043733 0
KCNE1L 0.447452 0.043733 0
MPP2 0.447441 0.050786 0
NEB 0.447118 0.049952 0
GSTO2 0.447011 0.055020 0
AGAP8 0.446919 0.049182 0
ZNF193 0.446863 0.062871 0
HMGN1 0.446600 0.043518 0
ATAD3B 0.446497 0.047928 0
MUTYH 0.445982 0.052555 0
SPNS1 0.445981 0.052824 0
IKBKE 0.445656 0.048801 0
NDUFA10 0.445618 0.039162 0
CLIC2 0.445618 0.039162 0
TMEM121 0.445414 0.049638 0
NSA2 0.445057 0.041504 0
PRX 0.444878 0.046289 0
CELA1 0.444563 0.045015 0
LPIN2 0.444442 0.040727 0
TIMM10 0.444377 0.053640 0
AP3B2 0.444361 0.052802 0
ETV7 0.444300 0.043130 0
DCHS1 0.444008 0.043610 0
GTPBP3 0.443280 0.047566 0
C7orf34 0.443102 0.045854 0
TPRA1 0.442885 0.045856 0
HLA-A 0.442572 0.055369 0
DGCR14 0.442214 0.045610 0
IVD 0.442132 0.046741 0
ADCK2 0.441425 0.042777 0
PPDPF 0.441244 0.044147 0
RAC1 0.441225 0.044886 0
DPYSL4 0.441152 0.040192 0
SYNM 0.441120 0.041581 0
CUBN 0.440913 0.042219 0
BSPRY 0.439832 0.040726 0
PIGZ 0.439550 0.046427 0
ALDH16A1 0.439171 0.046054 0
B4GALT7 0.439049 0.043411 0
FBXO44 0.438993 0.047758 0
FAM149A 0.438651 0.042456 0
MUL1 0.438535 0.047024 0
SLC7A8 0.438481 0.044232 0
THBS2 0.438479 0.046677 0
RALBP1 0.438149 0.038632 0
ABCC3 0.437970 0.041677 0
ZNF449 0.437670 0.044627 0
H6PD 0.437670 0.044627 0
NRN1 0.437554 0.040470 0
PEX5 0.436978 0.041141 0
C1orf115 0.436697 0.049725 0
ASAH1 0.436466 0.042184 0
NT5DC2 0.436314 0.057689 0
WDFY4 0.435499 0.045733 0
CECR6 0.435338 0.042206 0
MAN2B2 0.435040 0.041057 0
EIF1AY 0.435040 0.041057 0
AK5 0.434539 0.047434 0
KCTD2 0.434228 0.045454 0
TRAPPC9 0.434153 0.044388 0
DDT 0.433540 0.045054 0
PLEKHG5 0.433289 0.041006 0
TEPP 0.433033 0.040899 0
EPPK1 0.432806 0.058326 6.106e-16
AOAH 0.432500 0.043038 0
CTSL1 0.431915 0.045638 0
KDELR2 0.431852 0.045912 0
KLHDC4 0.431725 0.042566 0
SYNJ2 0.431482 0.047029 0
ARHGEF10 0.431257 0.043257 0
PDZK1IP1 0.430854 0.049719 0
TMEM180 0.430756 0.059391 0
ADAP1 0.430657 0.049338 0
CA6 0.430145 0.045532 0
PITPNA 0.430052 0.041560 0
SHPK 0.429839 0.041991 0
TUBB6 0.429447 0.043771 0
TBL2 0.429358 0.058945 0
SLC39A11 0.428809 0.044701 0
LRRC8B 0.428400 0.044414 0
SLC22A5 0.428231 0.051605 0
C17orf101 0.428118 0.054486 0
NECAB2 0.427783 0.043148 0
MSH3 0.427781 0.042148 0
MPHOSPH6 0.427693 0.041786 0
HIGD2A 0.427600 0.041233 0
PLEKHH2 0.427360 0.046368 0
CFD 0.427355 0.039965 0
DDX5 0.427328 0.049315 0
LIMK1 0.427218 0.052270 0
TPSAB1 0.426991 0.042956 0
GPR82 0.426991 0.042956 0
PGAM2 0.426930 0.049835 0
PCBP3 0.426869 0.045739 0
PTPRN2 0.426577 0.046233 0
OLFM1 0.426204 0.038309 0
GYPE 0.426120 0.053605 0
CCT8 0.425739 0.047488 0
IQGAP2 0.425441 0.042361 0
PFKP 0.425175 0.045264 0
CLMN 0.424707 0.041449 0
NRG1 0.424498 0.046729 0
QKI 0.423574 0.042659 0
ANKRD35 0.422101 0.070982 0
NFE2L3 0.421225 0.045395 0
SULF2 0.420567 0.042130 0
FARP2 0.420394 0.046438 0
PPP2R5A 0.420262 0.046722 0
EXT2 0.420140 0.043928 0
RNF207 0.419631 0.045739 0
BIN1 0.419465 0.044627 0
THBD 0.419138 0.046057 0
GPN3 0.419104 0.052363 0
FCN1 0.419006 0.040066 0
ATP11C 0.419006 0.040066 0
PPA1 0.418787 0.039783 0
PDE9A 0.418717 0.044707 0
TRIB3 0.418617 0.044156 0
RNF166 0.418528 0.044281 0
ARHGAP11A 0.418333 0.047892 0
DARS 0.418255 0.055439 0
SDK2 0.418201 0.044042 0
RAPGEF1 0.418033 0.041269 0
FKBP9 0.417875 0.047441 0
WDR44 0.416816 0.048233 0
GUF1 0.416816 0.048233 0
GPSM1 0.416735 0.046100 0
RAMP1 0.416435 0.044105 0
RAMP3 0.416012 0.045664 0
MTHFR 0.415783 0.042872 0
C2orf27A 0.415658 0.048484 0
PTTG1IP 0.415621 0.045362 0
KHK 0.415471 0.052748 0
PDXK 0.415326 0.047136 0
WDR81 0.414706 0.042552 0
CLEC3B 0.414578 0.046182 0
SMPDL3A 0.414375 0.049286 0
FAM190B 0.414155 0.043553 0
APOBEC3H 0.413621 0.047489 0
SERPINA1 0.413526 0.044459 0
NEIL2 0.413077 0.046307 0
NPPA 0.413036 0.042687 0
PLOD1 0.412852 0.044641 0
GJB6 0.412154 0.046378 0
IGSF22 0.412076 0.048040 0
SRR 0.411954 0.040459 0
CTNNAL1 0.411746 0.044941 0
ZNF169 0.411304 0.050093 0
TTLL12 0.411199 0.044492 0
CASP7 0.411134 0.042729 0
MORN3 0.411064 0.047848 0
NEK6 0.410857 0.047133 0
KCNH1 0.410834 0.044494 0
BCAS4 0.410751 0.041652 0
CARD8 0.410587 0.046019 0
OR2W3 0.410574 0.050380 0
ARHGAP4 0.410574 0.050380 0
SGCA 0.410361 0.041473 0
SMUG1 0.410109 0.046193 0
SNPH 0.409730 0.042667 0
CLTCL1 0.408925 0.041151 0
LY6G5C 0.408626 0.050444 0
CDH13 0.408229 0.046005 0
PAQR8 0.408009 0.047167 0
CDA 0.407884 0.042144 0
NECAP2 0.407805 0.052939 0
SF3A3 0.407714 0.045781 0
HCFC1 0.407714 0.045781 0
ORM2 0.407673 0.043918 0
NAGPA 0.407582 0.043973 0
SNX7 0.407004 0.046681 0
EMR1 0.406843 0.040265 0
PNPLA7 0.406426 0.045196 0
CHPT1 0.406421 0.044888 0
BCAR1 0.406388 0.047209 0
C11orf63 0.405938 0.043084 0
GSTM2 0.405904 0.045730 0
BBS4 0.405607 0.057688 0
WARS2 0.405447 0.048954 0
AMACR 0.405428 0.042953 0
UHRF1BP1 0.405360 0.044011 0
MCM8 0.405308 0.041087 0
PRKAB1 0.404953 0.049739 0
C11orf46 0.404771 0.050816 0
SLC5A10 0.404533 0.057590 0
TJP2 0.404353 0.044853 0
DTX2 0.403526 0.049615 0
PKD2 0.403500 0.051289 0
CD93 0.403500 0.046617 0
GPR162 0.403463 0.042821 0
GNG8 0.403418 0.043899 0
ZNF467 0.403049 0.047120 0
NEO1 0.402675 0.049896 0
DDX3Y 0.402675 0.049896 0
ACAP1 0.402432 0.045620 0
COL6A1 0.402385 0.048716 0
RYR2 0.402326 0.044091 0
PKD2L1 0.402097 0.046429 0
DUSP14 0.402060 0.043319 0
KCTD10 0.401936 0.049829 0
NOS2 0.401916 0.049912 0
ANG 0.401835 0.045863 0
PRKCB 0.401605 0.044962 0
LTA4H 0.401588 0.046201 0
TYMP 0.401549 0.045783 0
SPIN2B 0.401509 0.048740 0
PROSC 0.401509 0.048740 0
KNDC1 0.401364 0.049836 0
CACNA1A 0.401090 0.046219 0
CKAP2 0.400952 0.048428 0
C1orf86 0.400622 0.048906 0
MYOM1 0.400383 0.041644 0
MPPE1 0.400259 0.044830 0
HAL 0.399700 0.045657 0
MFSD7 0.399616 0.048297 0
FCER1G 0.399366 0.044175 0
PPP2CB 0.399344 0.045031 0
MRGPRE 0.399285 0.045506 0
INVS 0.398947 0.050080 0
SLFN5 0.398775 0.041737 0
CCHCR1 0.398746 0.052276 0
SLC23A3 0.398526 0.049518 0
MTSS1 0.398471 0.045060 0
FAM167B 0.398441 0.054065 0
CDC7 0.398408 0.045414 0
MSR1 0.398259 0.041936 0
CDK5R1 0.398126 0.044789 0
ASRGL1 0.398020 0.045405 0
GALNT9 0.397664 0.049037 0
C1orf96 0.397170 0.045314 0
ANKRD34B 0.396963 0.044764 0
EHD4 0.396421 0.056408 0
ADI1 0.396399 0.042718 0
FCRL3 0.396211 0.044482 0
ITPA 0.396065 0.041946 0
LDOC1L 0.395040 0.041123 0
GPR124 0.394814 0.046364 0
L3MBTL3 0.394803 0.043041 0
RFT1 0.394751 0.049205 0
ELP3 0.394650 0.043814 0
SPHK1 0.394401 0.043132 0
EXTL2 0.394295 0.051004 0
CPAMD8 0.393747 0.042292 0
STARD10 0.393704 0.050193 0
KLF8 0.393704 0.050193 0
ADCK3 0.393488 0.048204 0
HSPA1B 0.393112 0.059178 0
MAGT1 0.393047 0.042759 0
FAM69B 0.393047 0.042759 0
KBTBD11 0.392977 0.045780 0
MASTL 0.392786 0.045488 0
CACNB3 0.392622 0.053776 0
ST6GALNAC1 0.392534 0.045407 0
TMEM171 0.392462 0.047436 0
GBP7 0.392411 0.047228 0
ASNSD1 0.392332 0.047758 0
MERTK 0.392061 0.049613 0
SCO2 0.391977 0.047783 0
EEF1A2 0.391528 0.045736 0
KIAA0753 0.391228 0.039977 0
SLIT1 0.391194 0.044466 0
MMP24 0.391190 0.068799 0
FAM117B 0.390977 0.047814 0
CLECL1 0.390536 0.046076 0
SOD2 0.390471 0.050535 0
PPAP2C 0.390415 0.043412 0
TGM1 0.390384 0.045476 0
ZNRD1 0.390003 0.052933 0
HRK 0.389889 0.042213 0
TRAPPC2L 0.389737 0.046497 0
SYNGR3 0.389704 0.045086 0
YIPF5 0.389677 0.047926 0
DFNA5 0.389671 0.047151 0
KCNG2 0.389597 0.051417 0
LSS 0.389486 0.046709 0
SLC5A6 0.389321 0.058423 0
THUMPD3 0.389196 0.042518 0
HP 0.388787 0.051897 0
MPZL2 0.388566 0.043186 0
ZNF415 0.388493 0.042735 0
POU5F1 0.388265 0.051507 0
MDC1 0.387424 0.053810 0
ANK3 0.387385 0.045517 0
MSC 0.387314 0.048010 0
CENPP 0.387298 0.049168 0
ABHD14B 0.386838 0.066266 0
DBH 0.386759 0.044986 0
PPP1R16A 0.386600 0.055446 0
SGSH 0.386526 0.045268 0
MCF2 0.386526 0.045268 0
SPAG7 0.386097 0.042881 0
TMEM156 0.385976 0.047604 0
AGAP4 0.385495 0.065051 0
FNDC8 0.384397 0.042083 0
RGS3 0.384344 0.041516 0
CKM 0.384293 0.044440 0
DUSP18 0.384228 0.051758 0
ISCU 0.384043 0.047025 0
FAM174B 0.383940 0.042132 0
EBF4 0.383784 0.043858 0
C2orf74 0.383487 0.048041 0
TMEM144 0.383404 0.056650 0
EXOC4 0.383178 0.050513 0
ZNF600 0.382983 0.043783 0
TREX1 0.382983 0.075478 0
ZNF503 0.382922 0.050520 0
LGSN 0.382871 0.060276 0
USP39 0.382863 0.048238 0
REEP1 0.382601 0.050760 0
GPR180 0.382563 0.043034 0
CCDC122 0.382374 0.043072 0
KRT5 0.382081 0.044228 0
TCEAL4 0.382010 0.053258 0
RBPMS2 0.382010 0.053258 0
RFWD3 0.381867 0.047844 0
TMEM119 0.381566 0.044924 0
ARHGAP19 0.381566 0.043745 0
SIGLEC14 0.381510 0.042443 0
VIPR2 0.381485 0.053201 0
CNDP2 0.380866 0.045407 0
NPTXR 0.380321 0.047001 0
GALNT6 0.380267 0.049529 0
PRSS22 0.380143 0.051476 0
CYP2D6 0.380080 0.047006 0
TRIM35 0.380036 0.042885 0
C2CD2L 0.379593 0.044878 0
TMEM87B 0.379022 0.054016 0
GIPC3 0.378742 0.043565 0
SYNGR1 0.378669 0.050488 0
AHSA2 0.378641 0.047588 0
CXCL5 0.378472 0.051200 0
PRMT7 0.378320 0.064008 0
ZNF626 0.378238 0.052938 0
CMTM7 0.377766 0.046608 0
SHROOM1 0.377756 0.051566 0
ARHGEF9 0.377756 0.051566 0
IRF5 0.377682 0.044710 0
USP40 0.376706 0.046594 0
SESTD1 0.376576 0.045702 0
GNA11 0.376415 0.040693 0
RUFY1 0.376271 0.044511 0
MTRF1L 0.376198 0.042384 0
LZTR1 0.376107 0.047176 0
SERINC3 0.375607 0.048907 5.551e-17
POLA1 0.375406 0.066952 0
FAAH 0.375406 0.066952 0
ZG16B 0.375377 0.047162 0
NSUN6 0.375291 0.044867 0
DDX59 0.375267 0.041265 0
MT1F 0.374968 0.043593 0
ANKLE1 0.374942 0.042658 0
EXOC3 0.374711 0.044203 0
PROZ 0.374642 0.042685 0
TM7SF3 0.374518 0.047513 0
TTC19 0.374243 0.042648 0
LAMC3 0.374227 0.046333 0
BOK 0.374221 0.047235 0
TSPAN3 0.374099 0.060099 0
SH2D1A 0.374099 0.060099 0
PARS2 0.373905 0.045720 0
THBS3 0.373684 0.046253 0
TBC1D4 0.373673 0.043697 0
GGT1 0.373590 0.046994 0
JAKMIP1 0.373387 0.043062 0
DIRAS1 0.373299 0.041440 0
SYCE1L 0.373220 0.042387 0
WDYHV1 0.373000 0.042982 0
ZNF302 0.372776 0.042662 0
RBBP6 0.372703 0.042708 0
PDGFB 0.372696 0.047603 0
LPAR3 0.372529 0.046315 0
TXNDC12 0.371451 0.063328 0
RPS4Y1 0.371451 0.063328 0
KIAA0513 0.371232 0.041247 0
DBNDD1 0.371009 0.051393 0
ZNF333 0.370828 0.043072 0
CCDC120 0.370766 0.045387 0
C11orf71 0.370766 0.045387 0
TNNT3 0.370740 0.042374 0
SUSD1 0.370653 0.046128 0
OPHN1 0.370597 0.044323 0
KLHL36 0.370597 0.044323 0
XKR3 0.370256 0.047999 0
C11orf92 0.370102 0.046896 0
C9orf89 0.369983 0.051442 0
HDDC2 0.369942 0.043912 0
RIMBP2 0.369612 0.045768 0
TCFL5 0.369266 0.047395 0
POLR1D 0.369066 0.044683 0
CAMK1D 0.368532 0.041252 0
SH3RF3 0.368265 0.053010 0
SPIRE2 0.368198 0.050263 0
TFAM 0.367993 0.049090 0
MT1X 0.367833 0.043520 0
TSPAN32 0.367802 0.042939 0
HPS1 0.367556 0.046664 0
RPL8 0.367075 0.062589 0
EPHB3 0.366921 0.046782 0
TRPV6 0.366865 0.048234 0
VNN3 0.366725 0.046094 0
LYSMD4 0.366678 0.044374 0
KCNQ5 0.366596 0.049938 0
STK11 0.366511 0.044720 0
C9orf78 0.366334 0.040375 0
SEC14L5 0.366266 0.043542 0
MATN2 0.366249 0.047864 0
YEATS4 0.365809 0.043163 0
PCYOX1L 0.365292 0.040824 0
SNAPC4 0.365122 0.045402 0
SLC9A7 0.365122 0.045402 0
POLR2E 0.364794 0.041325 0
SERPINE2 0.364503 0.043091 0
CIRH1A 0.363999 0.056806 0
FAM43A 0.363634 0.041402 0
ANKRD42 0.363444 0.046325 0
PFN2 0.363289 0.044975 0
WWC1 0.363200 0.044333 0
TSKS 0.363199 0.044313 0
NUDT14 0.363163 0.047243 0
TMED6 0.362804 0.055927 0
TMEM14C 0.362791 0.050032 0
NR1D1 0.362691 0.052020 0
CARHSP1 0.362670 0.042743 0
THRA 0.362534 0.051312 0
ABCG2 0.362178 0.050141 0
GPR17 0.362006 0.047712 0
KDELC2 0.361981 0.046192 0
LPIN1 0.361432 0.047161 0
ISL2 0.361423 0.059260 0
PPAPDC2 0.361369 0.043596 0
GALNS 0.360910 0.045261 0
MAP6D1 0.360907 0.045180 0
HOXB3 0.360829 0.046355 0
THBS1 0.360798 0.048972 0
ARMCX1 0.360798 0.048972 0
APOO 0.360798 0.048972 0
ZMAT4 0.360626 0.041702 0
DSE 0.360397 0.048277 0
ANKRD55 0.360386 0.045619 0
DPY19L2 0.360354 0.047216 0
PAG1 0.360283 0.047620 0
MRPL34 0.360158 0.039943 0
GPM6A 0.360091 0.043689 0
DDX60L 0.359988 0.044588 0
MMP17 0.359960 0.048264 0
ADHFE1 0.359694 0.053446 0
LGALS12 0.359690 0.051277 0
PRR24 0.359658 0.048865 0
IDUA 0.359186 0.048976 0
ANGPT1 0.359145 0.046666 0
CD164L2 0.359008 0.049586 0
DHRS9 0.358837 0.046666 0
WARS 0.358587 0.039314 0
SENP6 0.358135 0.047684 0
KIAA1875 0.358120 0.050900 0
TMEM41B 0.357879 0.048775 0
KIAA0391 0.357595 0.043240 0
DKC1 0.357541 0.043987 0
DFNB31 0.357541 0.043987 0
EPB41L4A 0.357324 0.048489 0
ALS2 0.357277 0.047443 0
ECHDC2 0.357230 0.049061 0
PVRIG 0.357146 0.053702 0
HLA-DPA1 0.357140 0.047531 0
APOBEC3G 0.356992 0.047239 0
LRFN2 0.356985 0.044468 0
C17orf103 0.356532 0.055840 0
ITIH2 0.356397 0.040696 0
C17orf57 0.356274 0.052727 0
C10orf11 0.356267 0.043579 0
PIGP 0.356166 0.042234 0
SKIV2L 0.356020 0.049375 0
HEBP2 0.355883 0.042170 0
SCARB1 0.355760 0.044435 0
MBLAC1 0.355713 0.052635 0
CISD1 0.355231 0.045528 0
UBL4A 0.355213 0.048089 0
FAM181B 0.355213 0.048089 0
VIPR1 0.355173 0.047604 0
PUS7 0.354969 0.045027 0
AP3B1 0.354938 0.044571 0
MCC 0.354747 0.047363 0
AP4M1 0.354538 0.051862 0
AANAT 0.354463 0.046435 0
C3orf52 0.354318 0.046435 0
H1F0 0.354069 0.045521 0
OR52N4 0.353975 0.047024 0
KIR3DL2 0.353900 0.040580 0
FN3K 0.353839 0.050448 0
TOM1 0.353658 0.042435 0
INSL3 0.353472 0.046408 0
LOXL2 0.353456 0.042499 0
NDUFA3 0.353442 0.041739 0
CIB2 0.353084 0.049117 0
GCDH 0.353022 0.044853 0
ZFP1 0.352893 0.045789 0
TPMT 0.352708 0.048493 0
WDR63 0.352365 0.044506 0
HLCS 0.352237 0.042811 0
ATP6V1E2 0.352184 0.044025 0
ENDOG 0.352062 0.040700 0
NLN 0.351965 0.054911 0
BCORL1 0.351965 0.054911 0
C1orf226 0.351859 0.047117 0
SNX32 0.351665 0.054230 0
FKRP 0.351635 0.045147 0
FES 0.351035 0.044986 0
FAM19A2 0.351035 0.048132 0
TSGA10 0.351028 0.050124 0
MST1P9 0.350724 0.050846 0
ENTPD2 0.350284 0.043455 0
PCSK4 0.349666 0.038288 0
SUCLG2 0.349525 0.044638 0
CARKD 0.349504 0.041747 0
FASTKD1 0.349052 0.043668 0
OSBPL5 0.349021 0.041403 0
MEFV 0.348798 0.043851 0
UNC45B 0.348759 0.042878 0
DTNBP1 0.348241 0.043985 0
NSFL1C 0.348126 0.039859 0
KIAA2022 0.348026 0.047555 0
DIRC2 0.348026 0.047555 0
THEM4 0.347878 0.051060 0
WSB2 0.347597 0.049364 0
SLC7A4 0.347552 0.048640 0
MCMBP 0.347531 0.049013 0
DOK6 0.347402 0.041832 0
CMTM3 0.347393 0.048048 0
TMEM79 0.347250 0.046548 0
IFT88 0.347213 0.044082 0
ERMP1 0.347151 0.047824 0
FAM83G 0.347005 0.058880 0
FLOT1 0.346956 0.055081 0
GTF2H5 0.346758 0.045650 0
PISD 0.346743 0.045988 0
FAM53A 0.346324 0.044929 0
DNASE2 0.345983 0.044969 0
CHD1L 0.345738 0.060562 0
PRMT5 0.345185 0.039827 0
FAM177A1 0.345067 0.045445 0
SNAI3 0.344961 0.044300 0
DIS3L 0.344898 0.045152 0
CITED4 0.344892 0.046857 0
WIPI1 0.344565 0.044958 0
DEGS1 0.344562 0.052307 0
ARG1 0.344149 0.047167 0
CLEC9A 0.344081 0.044348 0
ANKRD24 0.344038 0.043682 0
RPA2 0.343956 0.054706 0
CPSF2 0.343954 0.042167 0
BAZ2B 0.343783 0.047259 0
SERPINB8 0.343723 0.045851 0
ARC 0.343721 0.047387 0
WFIKKN1 0.343703 0.042344 0
TCN2 0.343344 0.049605 0
FAM118B 0.343290 0.040246 0
PTGDR 0.343276 0.044136 0
SYK 0.343154 0.044103 0
VIT 0.343131 0.043438 0
DLG5 0.342792 0.040375 0
ZFP82 0.342404 0.047765 0
OCEL1 0.341805 0.042624 0
KIAA1522 0.341793 0.052820 0
APIP 0.341568 0.040901 0
IL32 0.341455 0.048427 0
CAT 0.341359 0.040417 0
PSMB9 0.341317 0.048518 0
TC2N 0.341315 0.043840 0
ALG1L 0.341027 0.043539 0
ABHD15 0.340893 0.055865 0
PALM 0.340826 0.043754 0
LILRA2 0.340723 0.037816 0
C1orf31 0.339960 0.041359 0
ZNF559 0.339913 0.054524 5.551e-17
NR1H3 0.339908 0.066590 0
ABL2 0.339845 0.054802 0
SLC25A34 0.339596 0.043756 0
ISM1 0.339569 0.045560 0
LYRM4 0.339454 0.047356 0
COL23A1 0.339415 0.043728 0
KIAA2013 0.339320 0.045546 0
MGRN1 0.339316 0.042572 0
ACOT2 0.339154 0.056735 0
CRABP2 0.339014 0.049915 0
FZD1 0.338754 0.050452 0
DYNC2LI1 0.338695 0.051482 0
CCDC24 0.338691 0.048028 0
VAMP1 0.338503 0.039246 0
VAPA 0.338451 0.041661 0
BRD7 0.338278 0.041934 0
PION 0.338122 0.045947 0
SLFN12 0.337212 0.046913 0
SFTPB 0.336070 0.047137 0
NTN5 0.335978 0.041787 0
DRAM1 0.335649 0.046094 0
P2RX6 0.335411 0.047367 0
DPY19L1 0.335304 0.047473 0
GALT 0.335126 0.052760 0
COMTD1 0.335059 0.049741 0
TBX6 0.334813 0.059023 0
C9orf152 0.334733 0.044601 0
KIF1B 0.334558 0.042737 0
POLR1B 0.334374 0.046197 0
SYT3 0.334209 0.043620 0
DEAF1 0.334186 0.045748 0
PPP1R1B 0.334111 0.049900 0
CLDN23 0.333839 0.049582 0
MAST4 0.333722 0.044369 0
EPS8L2 0.333461 0.045036 0
TTC32 0.333196 0.043931 0
MARCH10 0.332628 0.052512 0
ALCAM 0.332554 0.045726 0
MEI1 0.332263 0.050344 0
IL17RB 0.331906 0.042126 0
FDFT1 0.331889 0.046604 0
WNT5B 0.331852 0.043308 0
MAGEF1 0.331355 0.046789 0
ZNF749 0.331117 0.043537 0
MRPL10 0.330986 0.051685 0
RPS9 0.330927 0.041488 0
RRP12 0.330908 0.042103 0
TRIM27 0.330568 0.057923 0
FAM21C 0.330288 0.060004 0
EIF2AK4 0.330184 0.043370 0
METTL8 0.330093 0.042747 0
C20orf196 0.330058 0.045298 0
FAM171A1 0.329951 0.044917 0
EXOC2 0.329936 0.041206 0
B3GALT6 0.329821 0.047223 0
OR13A1 0.329708 0.049244 0
NPDC1 0.329141 0.045028 0
GGCX 0.329133 0.044130 0
PNKP 0.328998 0.041208 0
TNNI3 0.328850 0.040797 0
RPS2 0.328800 0.043885 0
BTNL9 0.328670 0.042383 0
ARFIP1 0.328557 0.042084 0
GNA12 0.328526 0.044664 0
POLR2D 0.328158 0.047824 0
PPM1F 0.328132 0.041755 0
TK2 0.327970 0.045370 0
MYBPC3 0.327783 0.068082 0
TTF2 0.327522 0.047098 0
DCAKD 0.327346 0.048093 0
TRIOBP 0.327314 0.044312 0
GPD1L 0.326941 0.041590 0
MSH2 0.326802 0.043068 0
MKNK1 0.326704 0.048656 0
MUT 0.326667 0.053059 0
PQLC1 0.326626 0.048282 0
TPM1 0.326602 0.045173 0
BCAS1 0.326445 0.043917 0
CFL2 0.326369 0.041339 0
TGFBI 0.326189 0.051129 0
PASK 0.326138 0.040800 0
LRRC25 0.326100 0.044123 0
TAF1 0.325986 0.047846 0
C16orf13 0.325986 0.047846 0
CLEC6A 0.325718 0.044001 0
DNAJB6 0.325476 0.042992 0
SCCPDH 0.325362 0.047821 0
TRIM65 0.325328 0.045467 0
INTS1 0.325095 0.045975 0
PRDX4 0.324881 0.052304 0
C14orf149 0.324881 0.052304 0
AKAP10 0.324653 0.055297 0
ACPP 0.324404 0.049743 0
PATL2 0.324269 0.056991 5.551e-17
MORN4 0.324141 0.042482 0
PIGN 0.324088 0.041354 0
CRAT 0.323757 0.042910 0
ZNF575 0.323598 0.046521 0
TCL1B 0.323566 0.042436 0
RBM11 0.323566 0.043583 0
EPS8L1 0.323462 0.044537 0
KRT74 0.323446 0.044496 0
GDI2 0.323177 0.040870 0
MRPL43 0.322941 0.045814 0
BAMBI 0.322766 0.042675 0
ASNS 0.322666 0.050319 0
HOXA2 0.322118 0.043793 0
NT5E 0.322064 0.046253 0
ZNF268 0.321459 0.051932 0
RCCD1 0.321263 0.042950 0
SFT2D1 0.321194 0.042261 0
INTS4 0.320991 0.050627 0
PRDM15 0.320983 0.044030 0
PDCD6IP 0.320925 0.047781 0
MTERFD2 0.320909 0.041605 0
GPX4 0.320628 0.039780 0
ACP2 0.320618 0.066086 0
TTC38 0.320540 0.040639 0
CD40LG 0.320540 0.040639 0
PIGM 0.320415 0.043391 0
KIAA1737 0.320214 0.040768 0
KLHL35 0.320200 0.047574 0
ACSF3 0.320100 0.047504 0
KLHL13 0.320075 0.042829 0
APBB2 0.320075 0.042829 0
FAM160A2 0.320015 0.043843 0
MPZ 0.319713 0.047296 0
FTCD 0.319565 0.048932 0
LYG1 0.319417 0.051885 0
ALDH8A1 0.319127 0.040836 0
PANX1 0.319007 0.046789 0
EFCAB4A 0.319007 0.047039 0
NDUFB11 0.318932 0.050106 0
ISOC1 0.318932 0.050106 0
MECP2 0.318897 0.045998 0
GPR137B 0.318897 0.045998 0
FEM1C 0.318888 0.044834 0
NME1 0.318719 0.044065 0
KIF26A 0.318614 0.046403 0
CLYBL 0.318592 0.050910 0
UTF1 0.318484 0.046477 0
SSH3 0.318428 0.052110 0
ZNF516 0.318030 0.042696 0
TOMM40L 0.317975 0.048366 0
GPR19 0.317852 0.042291 0
ATP9B 0.317673 0.043129 0
SLC7A9 0.317644 0.041050 0
NFATC1 0.317397 0.048334 0
HLA-DPB1 0.317265 0.048561 0
CLEC4D 0.317232 0.044451 0
PLAGL1 0.316979 0.048809 0
DNAI2 0.316881 0.041779 0
CLEC1B 0.316729 0.043690 0
SLC45A2 0.316487 0.039524 0
ITGA4 0.316334 0.047637 0
CYP1B1 0.316004 0.048606 0
LPL 0.315958 0.044119 0
PGAM1 0.315854 0.046046 0
DCBLD1 0.315633 0.046372 0
MEAF6 0.315505 0.042502 0
NEDD4 0.315440 0.052462 0
QRICH2 0.315414 0.043677 0
ZNF528 0.315344 0.042689 0
LPXN 0.315318 0.052250 0
KREMEN1 0.315046 0.053259 0
IER3 0.314878 0.049985 0
GATC 0.314797 0.044652 0
ZFYVE28 0.314662 0.050286 0
WDR11 0.314594 0.043007 0
GPRIN1 0.314168 0.047419 0
PTER 0.314058 0.043498 0
MORN1 0.313799 0.043485 0
SAP30L 0.313584 0.044847 0
