gene local.h2 local.se global.h2 global.se
TMEM98 0.517136 0.040500 0.079776 0.206393
RNASEH2B 0.503741 0.046960 0.000001 0.207028
BOLA1 0.327483 0.080521 0.000001 0.259239
LRWD1 0.500515 0.045531 0.000001 0.186949
HSD17B13 0.500515 0.045531 0.000001 0.186949
CTSF 0.530830 0.056016 0.371388 0.189851
HLA-G 0.530830 0.056016 0.371388 0.189851
WDR41 0.530830 0.056016 0.371388 0.189851
PDZD8 0.513244 0.039673 0.450086 0.227474
C14orf132 0.516272 0.038892 0.126295 0.224952
P2RX4 0.518084 0.047821 0.121699 0.187464
CHI3L1 0.515406 0.040451 0.205070 0.212667
SUMF1 0.515406 0.040451 0.205070 0.212667
SLC25A41 0.517640 0.036946 0.205330 0.206876
AMH 0.516250 0.036678 0.353648 0.226936
DSP 0.516714 0.038246 0.416084 0.197146
CYP4F2 0.500907 0.041373 0.000001 0.179253
HCG27 0.512369 0.051061 0.401547 0.199832
MED19 0.347874 0.052953 0.000001 0.291677
AATK 0.519183 0.043483 0.418978 0.209915
FPR2 0.513297 0.041320 0.375696 0.218093
WDR25 0.398169 0.037011 0.000001 0.294422
STYXL1 0.513779 0.046635 0.010541 0.172026
ITIH4 0.492535 0.049976 0.000001 0.190189
CCR3 0.492535 0.049976 0.000001 0.190189
TAGLN 0.511827 0.039301 0.301681 0.189819
MT1E 0.510628 0.042119 0.105372 0.193348
KLKB1 0.512560 0.039126 0.065518 0.219104
TMEM91 0.513019 0.046762 0.286544 0.216979
MGST2 0.510183 0.042328 0.000001 0.186275
RPRM 0.510647 0.045770 0.050728 0.213021
CNR1 0.510722 0.043932 0.080610 0.175740
GPX7 0.510351 0.045942 0.134619 0.189689
TBC1D16 0.511307 0.038027 0.149691 0.219148
BAIAP3 0.509074 0.044357 0.102849 0.202254
PILRB 0.457281 0.053405 0.000001 0.212790
IL18RAP 0.506258 0.044320 0.203548 0.197370
DDO 0.508559 0.045790 0.371456 0.200203
ANPEP 0.393388 0.043507 0.000001 0.267980
FAIM2 0.491379 0.052032 0.000001 0.183549
ANKH 0.507693 0.045406 0.091425 0.195759
CTSK 0.507887 0.051878 0.171096 0.156384
COL11A2 0.507887 0.051878 0.171096 0.156384
NOTCH2NL 0.507970 0.082868 0.392273 0.204049
MON1B 0.507468 0.040641 0.352780 0.234026
MTG1 0.509779 0.045843 0.252891 0.188522
GPR35 0.504221 0.042199 0.090994 0.206677
CES1 0.338363 0.047544 0.000001 0.323320
FAN1 0.496402 0.044864 0.000001 0.203126
SELL 0.503979 0.046237 0.043308 0.198612
SLC41A3 0.501685 0.042064 0.298516 0.213183
GDPD5 0.501685 0.042064 0.298516 0.213183
HOXB2 0.393056 0.051382 0.000001 0.311574
CD55 0.502503 0.041358 0.182205 0.167485
C2orf62 0.502503 0.041358 0.182205 0.167485
C20orf27 0.434600 0.048182 0.000001 0.232290
KCNN4 0.348791 0.046772 0.000001 0.273399
SLC6A8 0.348791 0.046772 0.000001 0.273399
C8orf31 0.435127 0.050741 0.000001 0.243203
PXDN 0.430703 0.040771 0.000001 0.242413
SERPINF2 0.501320 0.038345 0.077681 0.213352
HAS1 0.338092 0.036908 0.000001 0.317975
SLC39A4 0.503062 0.053726 0.384306 0.200352
CTXN2 0.501014 0.044318 0.196931 0.208409
C1orf212 0.501014 0.044318 0.196931 0.208409
XCL2 0.480265 0.041370 0.000001 0.195171
TRIT1 0.383098 0.045447 0.000001 0.231919
PTGR2 0.302417 0.049315 0.000001 0.273554
SARS2 0.498676 0.040329 0.237880 0.182046
ITGB2 0.484478 0.042512 0.000001 0.232448
DKK3 0.498057 0.044322 0.146400 0.210507
ATPAF2 0.494668 0.052406 0.141834 0.204255
MCHR1 0.493934 0.057640 0.111748 0.196841
FCGR2B 0.497129 0.045694 0.049574 0.193371
CAND2 0.409717 0.045653 0.000001 0.255848
RRP7A 0.369900 0.056194 0.000001 0.332913
TMEM204 0.498014 0.041486 0.219745 0.171771
CORIN 0.496346 0.047703 0.126727 0.186580
CHI3L2 0.447332 0.043228 0.000001 0.241182
RIN1 0.485907 0.053786 0.000001 0.169376
CLN6 0.485907 0.053786 0.000001 0.169376
HKDC1 0.493306 0.044547 0.450218 0.226783
LDLRAP1 0.495159 0.043458 0.192213 0.187440
FGFR2 0.449473 0.039561 0.000001 0.267930
ATP6AP1L 0.492562 0.042535 0.261719 0.186045
TSPAN16 0.401162 0.042353 0.598836 0.279317
DISP2 0.493119 0.046235 0.082950 0.193743
QSOX1 0.490788 0.048085 0.352161 0.221219
RETSAT 0.493029 0.045766 0.179630 0.178395
SPTBN5 0.496304 0.050423 0.150077 0.174237
C7orf25 0.478498 0.040579 0.000001 0.191802
UBQLNL 0.490649 0.043647 0.076462 0.222060
SLC11A1 0.489895 0.047412 0.055201 0.179625
HEATR6 0.492150 0.059201 0.334238 0.211586
GNLY 0.492150 0.059201 0.334238 0.211586
CPT1B 0.436557 0.045787 0.000001 0.211803
SCD5 0.488433 0.042467 0.273939 0.223905
KIAA1683 0.487592 0.042187 0.038587 0.221261
RPH3AL 0.487592 0.042187 0.038587 0.221261
TCP11L1 0.487196 0.041960 0.105852 0.179236
CHGB 0.487107 0.040052 0.058422 0.199490
TMEM164 0.487107 0.040052 0.058422 0.199490
CELSR1 0.487107 0.040052 0.058422 0.199490
ZNF354A 0.486662 0.041650 0.128160 0.209859
NMRAL1 0.484984 0.040484 0.034131 0.219871
ATP9A 0.408995 0.044559 0.000001 0.231597
HYAL3 0.483766 0.067005 0.091979 0.177762
RGPD4 0.481335 0.045435 0.294046 0.208857
COG5 0.481957 0.041568 0.247046 0.209750
TNFRSF10B 0.427829 0.041424 0.000001 0.198623
CAPN11 0.427829 0.041424 0.000001 0.198623
SH3BP1 0.479593 0.046194 0.247513 0.214433
LRRC56 0.481619 0.045324 0.116838 0.206444
RDH5 0.481619 0.045324 0.116838 0.206444
TNNT1 0.481795 0.039377 0.053915 0.241170
B3GNT3 0.386228 0.045619 0.000001 0.274012
DCXR 0.479457 0.044365 0.247969 0.227398
ASGR2 0.280136 0.040837 0.000001 0.337822
SMTNL1 0.280136 0.040837 0.000001 0.337822
ANKK1 0.280136 0.040837 0.000001 0.337822
BAIAP2 0.481724 0.044925 0.242496 0.214784
TAS2R60 0.479538 0.050009 0.128338 0.195403
EIF6 0.480923 0.071896 0.259736 0.213832
PIGA 0.480923 0.071896 0.259736 0.213832
DIP2B 0.478614 0.051712 0.202564 0.196844
VWDE 0.481313 0.045443 0.070526 0.182608
SLC39A9 0.339522 0.059788 0.000001 0.389263
BMP1 0.479866 0.041187 0.090485 0.222487
PCP2 0.479355 0.038397 0.296810 0.238779
PITRM1 0.478822 0.041187 0.132082 0.228706
ZNF320 0.475660 0.042747 0.262473 0.237937
KRT1 0.477592 0.042084 0.369190 0.232662
ENOX2 0.477592 0.042084 0.369190 0.232662
OSGIN1 0.450993 0.040833 0.000001 0.224766
PSMB11 0.476233 0.041326 0.159526 0.240875
LAPTM4B 0.479727 0.046477 0.124423 0.192814
TMX4 0.471781 0.043830 0.000001 0.202988
CYP4V2 0.475240 0.040964 0.300210 0.233330
IGFBP2 0.395728 0.045749 0.000001 0.274359
ANXA6 0.395728 0.045749 0.000001 0.274359
CATSPERG 0.395728 0.045749 0.000001 0.274359
HSD17B11 0.476247 0.050407 0.169483 0.213451
NLRP2 0.477557 0.039438 0.135808 0.233904
ISCA2 0.475993 0.043621 0.222985 0.226662
WLS 0.466286 0.047013 0.384320 0.233024
MYBL2 0.474068 0.040497 0.036575 0.221407
MYBPH 0.473897 0.041302 0.048375 0.222709
LHPP 0.476321 0.042143 0.323638 0.232284
BCOR 0.476321 0.042143 0.323638 0.232284
AVPR2 0.476321 0.042143 0.323638 0.232284
ST6GALNAC2 0.380483 0.042582 0.000001 0.270145
WRB 0.473526 0.040959 0.031349 0.223247
CYTL1 0.348565 0.042032 0.000001 0.290322
C7orf29 0.474495 0.043628 0.242904 0.222068
C10orf128 0.474495 0.043628 0.242904 0.222068
ATP2C2 0.474495 0.043628 0.242904 0.222068
ZNF396 0.471586 0.048282 0.185840 0.211710
GTF2H4 0.365878 0.058629 0.000001 0.258832
HIST1H2BD 0.466116 0.052750 0.372554 0.225838
BMX 0.466116 0.052750 0.372554 0.225838
FBXW8 0.475577 0.041905 0.276809 0.219990
PKP4 0.471888 0.045358 0.035856 0.207671
NLE1 0.473559 0.041217 0.139061 0.222342
KIAA1598 0.435688 0.039109 0.000002 0.232924
ALOX15 0.463389 0.042905 0.000001 0.180443
PTPRM 0.398425 0.043229 0.000001 0.256757
C9orf46 0.470719 0.043405 0.009065 0.228351
PPP2R3C 0.472666 0.044398 0.164586 0.198414
SLC44A5 0.448714 0.045605 0.000001 0.217867
RDH13 0.448714 0.045605 0.000001 0.217867
ECM1 0.469329 0.061315 0.162093 0.196091
PI16 0.466452 0.042790 0.385414 0.238388
LRRC61 0.469687 0.042071 0.023216 0.205652
ADCY9 0.469687 0.042071 0.023216 0.205652
ATP1B1 0.463735 0.046537 0.000001 0.223338
TMEM45B 0.468528 0.041708 0.212124 0.211045
RPS6KA4 0.467030 0.049736 0.140362 0.192706
ITPR3 0.468089 0.045325 0.062138 0.242190
VNN2 0.468900 0.042162 0.077222 0.206624
C14orf159 0.417573 0.045785 0.000001 0.224937
ZNF215 0.469302 0.040770 0.312450 0.235024
HSPBAP1 0.469030 0.044820 0.388509 0.228065
RNASE4 0.463521 0.042768 0.397569 0.259580
PMM2 0.448608 0.041424 0.000001 0.232565
ZNF605 0.432325 0.056308 0.000001 0.208176
ORM1 0.403064 0.042209 0.000001 0.240003
CRISPLD2 0.416240 0.043172 0.583759 0.297576
SEC14L3 0.416240 0.043172 0.583759 0.297576
TMEM92 0.465398 0.041816 0.097901 0.231790
GIT1 0.391878 0.055759 0.000001 0.242528
LEPROT 0.239601 0.037784 0.000001 0.346731
FLVCR1 0.466605 0.043017 0.290046 0.226391
RCVRN 0.464864 0.037881 0.011931 0.196425
SAMM50 0.464737 0.039336 0.289073 0.235209
ZFP90 0.470385 0.051950 0.477144 0.220454
LGALS9C 0.458355 0.057789 0.176091 0.218151
BEX1 0.458355 0.057789 0.176091 0.218151
TCTN2 0.463521 0.049261 0.007022 0.185736
ZNF623 0.462634 0.048662 0.212443 0.207416
PKNOX1 0.463282 0.045614 0.081660 0.228350
POLR1A 0.463282 0.045614 0.081660 0.228350
WWOX 0.461419 0.042870 0.184579 0.225108
ME3 0.461480 0.046285 0.323349 0.221966
SIDT2 0.462924 0.039317 0.280968 0.224806
GNMT 0.462924 0.039317 0.280968 0.224806
ATHL1 0.462989 0.045719 0.191498 0.214995
KCNMA1 0.466331 0.040352 0.279368 0.195859
CDC16 0.458115 0.049489 0.318965 0.206572
TRAP1 0.359720 0.048996 0.000001 0.341742
ACVR2B 0.359720 0.048996 0.000001 0.341742
POGLUT1 0.460218 0.046713 0.033642 0.227911
CENPBD1 0.467913 0.056787 0.335020 0.221305
ABAT 0.464110 0.045910 0.389924 0.246041
PPP1R3G 0.409134 0.044237 0.000001 0.261866
C11orf21 0.460997 0.039607 0.351273 0.248996
BTBD9 0.459833 0.042719 0.010448 0.212794
PEX11G 0.392030 0.039645 0.000001 0.248688
S100A13 0.459217 0.051789 0.309632 0.212599
SLC17A3 0.459217 0.051789 0.309632 0.212599
NPIP 0.460112 0.048777 0.126599 0.207431
ANKRD5 0.389716 0.040156 0.000001 0.268489
CYB5R2 0.459809 0.043959 0.129496 0.193193
CORO2A 0.458853 0.046528 0.255239 0.221353
SPATA5L1 0.456594 0.046309 0.204396 0.204452
TBKBP1 0.454633 0.050016 0.288069 0.216421
TPM2 0.460686 0.047425 0.354291 0.217572
ADORA1 0.458174 0.039875 0.090016 0.217048
C2orf43 0.456697 0.041675 0.198041 0.232984
DAPK1 0.381228 0.040987 0.000001 0.228503
UTS2 0.461931 0.041762 0.442073 0.199038
SERINC2 0.461931 0.041762 0.442073 0.199038
BET1L 0.456326 0.044055 0.028916 0.178049
ADRB1 0.456326 0.044055 0.028916 0.178049
ZDHHC4 0.455781 0.048170 0.386101 0.237158
IL15RA 0.270659 0.038651 0.000001 0.328748
POLR2J2 0.456891 0.052384 0.089449 0.213100
AHI1 0.457223 0.044139 0.224060 0.220965
FPR1 0.387204 0.043396 0.612795 0.281623
TUFM 0.375761 0.047827 0.624236 0.216913
HLA-F 0.453320 0.055923 0.054182 0.195257
ORAI2 0.456375 0.046534 0.458355 0.214095
CRIP2 0.451165 0.051522 0.374004 0.229145
CC2D1B 0.454804 0.052844 0.327877 0.229830
LOH12CR1 0.415939 0.042891 0.000001 0.250045
BCL2L14 0.454140 0.041085 0.453079 0.242783
GSTM5 0.453129 0.042875 0.072207 0.235659
TLR4 0.449077 0.044501 0.263801 0.241261
CNN2 0.452015 0.041235 0.131975 0.230114
CSTB 0.268013 0.035445 0.000001 0.321657
CENPI 0.268013 0.035445 0.000001 0.321657
PYGB 0.454256 0.052496 0.282396 0.207900
RNASE2 0.199051 0.036699 0.000001 0.328310
BCAP31 0.199051 0.036699 0.000001 0.328310
TBC1D7 0.199051 0.036699 0.000001 0.328310
NELF 0.452244 0.044806 0.173437 0.227590
TREM1 0.453539 0.040977 0.378567 0.241109
PFKFB1 0.453539 0.040977 0.378567 0.241109
CTSB 0.451000 0.046116 0.176557 0.230258
TEK 0.451161 0.041596 0.200445 0.220262
CDRT15 0.451161 0.041596 0.200445 0.220262
MED16 0.451966 0.040260 0.260045 0.253540
CCDC23 0.366739 0.048662 0.000001 0.262067
LILRB1 0.366739 0.048662 0.000001 0.262067
MRPL21 0.450336 0.042862 0.064737 0.203450
LRRC23 0.448546 0.040486 0.189114 0.221612
NCR3 0.441653 0.053655 0.479072 0.220744
ZNF584 0.441653 0.053655 0.479072 0.220744
HIST2H2BF 0.449760 0.074280 0.080835 0.217023
IFITM2 0.448801 0.046686 0.294340 0.240643
LY86 0.447367 0.040876 0.127075 0.250111
MUC4 0.448504 0.043816 0.149562 0.241490
IL12RB1 0.404731 0.039266 0.000001 0.265115
ATRX 0.404731 0.039266 0.000001 0.265115
PRMT6 0.447779 0.043743 0.051974 0.220166
KCNE1L 0.447779 0.043743 0.051974 0.220166
MPP2 0.448942 0.050722 0.167622 0.219158
NEB 0.448818 0.049964 0.275150 0.241122
GSTO2 0.407054 0.055612 0.000001 0.197136
AGAP8 0.447034 0.049179 0.092370 0.213053
ZNF193 0.442807 0.063148 0.137944 0.209643
HMGN1 0.442807 0.063148 0.137944 0.209643
ATAD3B 0.446759 0.047959 0.012657 0.210894
MUTYH 0.450810 0.052397 0.240607 0.203310
SPNS1 0.447229 0.052556 0.426180 0.197630
IKBKE 0.447419 0.048788 0.081972 0.163530
NDUFA10 0.416767 0.038950 0.000001 0.259143
CLIC2 0.416767 0.038950 0.000001 0.259143
TMEM121 0.421500 0.048686 0.000001 0.206239
NSA2 0.430003 0.041305 0.000001 0.194222
PRX 0.442340 0.046287 0.348183 0.236695
CELA1 0.444614 0.044911 0.273507 0.228798
LPIN2 0.348264 0.047599 0.000001 0.341208
TIMM10 0.438902 0.053532 0.000001 0.209315
AP3B2 0.444857 0.052781 0.071131 0.169968
ETV7 0.445792 0.043155 0.138779 0.203162
DCHS1 0.442972 0.043653 0.090533 0.238893
GTPBP3 0.441211 0.047626 0.183970 0.237461
C7orf34 0.326618 0.041772 0.000001 0.298740
TPRA1 0.436067 0.045779 0.000001 0.206214
HLA-A 0.432003 0.055291 0.000001 0.209475
DGCR14 0.276175 0.042978 0.000001 0.330708
IVD 0.442853 0.046743 0.081584 0.215987
ADCK2 0.438787 0.042744 0.000001 0.238066
PPDPF 0.440229 0.044155 0.185181 0.246041
RAC1 0.443287 0.044918 0.329046 0.231370
DPYSL4 0.441430 0.040197 0.076747 0.213503
SYNM 0.439826 0.041617 0.090059 0.198760
CUBN 0.442646 0.042183 0.230587 0.224241
BSPRY 0.438952 0.040730 0.255605 0.241412
PIGZ 0.440562 0.046415 0.114430 0.218396
ALDH16A1 0.444234 0.045840 0.272431 0.230389
B4GALT7 0.438589 0.043413 0.067104 0.208438
FBXO44 0.430183 0.047955 0.000001 0.233282
FAM149A 0.439458 0.042412 0.187106 0.258213
MUL1 0.439458 0.042412 0.187106 0.258213
SLC7A8 0.370438 0.044508 0.000001 0.256664
THBS2 0.370438 0.044508 0.000001 0.256664
RALBP1 0.437430 0.038632 0.150193 0.250223
ABCC3 0.426821 0.041523 0.000001 0.217193
ZNF449 0.426821 0.041523 0.000001 0.217193
H6PD 0.426821 0.041523 0.000001 0.217193
NRN1 0.438702 0.040464 0.137921 0.247765
PEX5 0.436685 0.041140 0.145973 0.222320
C1orf115 0.438180 0.049718 0.277537 0.233685
ASAH1 0.435941 0.042223 0.046998 0.204053
NT5DC2 0.334157 0.053700 0.000001 0.279593
WDFY4 0.382173 0.044799 0.000001 0.266484
CECR6 0.435645 0.042177 0.286613 0.247452
MAN2B2 0.436841 0.040998 0.271654 0.271755
EIF1AY 0.436841 0.040998 0.271654 0.271755
AK5 0.435873 0.047208 0.445297 0.249316
KCTD2 0.422667 0.045463 0.000001 0.183173
TRAPPC9 0.435744 0.044430 0.141529 0.254369
DDT 0.433747 0.045057 0.038450 0.215670
PLEKHG5 0.425184 0.040850 0.000001 0.241645
TEPP 0.425184 0.040850 0.000001 0.241645
EPPK1 0.439112 0.058206 0.142444 0.214392
AOAH 0.426228 0.043011 0.000001 0.227474
CTSL1 0.432882 0.045727 0.032368 0.223900
KDELR2 0.432581 0.045919 0.096078 0.220707
KLHDC4 0.337649 0.047823 0.000001 0.314312
SYNJ2 0.429904 0.047031 0.185521 0.234160
ARHGEF10 0.431569 0.043287 0.228314 0.250641
PDZK1IP1 0.357501 0.048245 0.000001 0.282164
TMEM180 0.432109 0.059355 0.087661 0.192347
ADAP1 0.432109 0.059355 0.087661 0.192347
CA6 0.364895 0.044981 0.635104 0.280062
PITPNA 0.267902 0.036068 0.000001 0.330486
SHPK 0.227403 0.032178 0.000001 0.322282
TUBB6 0.227403 0.032178 0.000001 0.322282
TBL2 0.307232 0.055144 0.000001 0.250020
SLC39A11 0.428878 0.044695 0.024192 0.225491
LRRC8B 0.429152 0.044432 0.101582 0.234932
SLC22A5 0.428145 0.051643 0.138540 0.205441
C17orf101 0.428145 0.051643 0.138540 0.205441
NECAB2 0.430567 0.043113 0.221803 0.249087
MSH3 0.430567 0.043113 0.221803 0.249087
MPHOSPH6 0.430567 0.043113 0.221803 0.249087
HIGD2A 0.426425 0.041265 0.348492 0.255007
PLEKHH2 0.279287 0.038352 0.000001 0.306028
CFD 0.428791 0.039993 0.147955 0.254987
DDX5 0.428791 0.039993 0.147955 0.254987
LIMK1 0.385281 0.050193 0.000001 0.181463
TPSAB1 0.426792 0.042957 0.078356 0.220233
GPR82 0.426792 0.042957 0.078356 0.220233
PGAM2 0.402559 0.049592 0.000001 0.250826
PCBP3 0.291657 0.039413 0.000001 0.255715
PTPRN2 0.426041 0.046242 0.068373 0.234589
OLFM1 0.426363 0.038335 0.135554 0.273102
GYPE 0.426036 0.053609 0.013673 0.176282
CCT8 0.426225 0.047497 0.071710 0.201867
IQGAP2 0.425788 0.042322 0.256032 0.246167
PFKP 0.303611 0.043057 0.000001 0.298343
CLMN 0.424625 0.041456 0.022575 0.262358
NRG1 0.425080 0.046761 0.039614 0.212992
QKI 0.410317 0.042635 0.000001 0.229094
ANKRD35 0.424045 0.071082 0.107374 0.174323
NFE2L3 0.397645 0.045172 0.000001 0.237420
SULF2 0.397645 0.045172 0.000001 0.237420
FARP2 0.418484 0.046326 0.346789 0.205537
PPP2R5A 0.419258 0.046735 0.086241 0.252612
EXT2 0.423260 0.044041 0.292418 0.250364
RNF207 0.418757 0.045716 0.365374 0.259454
BIN1 0.368314 0.042984 0.000001 0.269261
THBD 0.418644 0.046070 0.400221 0.258611
GPN3 0.419301 0.052411 0.209551 0.223039
FCN1 0.313520 0.037073 0.000001 0.332189
ATP11C 0.313520 0.037073 0.000001 0.332189
PPA1 0.418708 0.039761 0.072987 0.220427
PDE9A 0.420015 0.044612 0.144919 0.250498
TRIB3 0.393389 0.044295 0.000001 0.267036
RNF166 0.410252 0.044203 0.000001 0.238046
ARHGAP11A 0.410252 0.044203 0.000001 0.238046
DARS 0.394483 0.054638 0.605516 0.201739
SDK2 0.298486 0.041526 0.000001 0.327820
RAPGEF1 0.417255 0.041239 0.163866 0.198265
FKBP9 0.417242 0.047360 0.340486 0.228632
WDR44 0.417242 0.047360 0.340486 0.228632
GUF1 0.415455 0.048236 0.190613 0.242052
GPSM1 0.302324 0.044664 0.000001 0.224126
RAMP1 0.394556 0.043855 0.605443 0.268839
RAMP3 0.324642 0.041637 0.000001 0.278935
MTHFR 0.416274 0.042837 0.296525 0.221869
C2orf27A 0.414438 0.048491 0.206081 0.242971
PTTG1IP 0.414727 0.045147 0.506061 0.280616
KHK 0.395494 0.051971 0.000002 0.191188
PDXK 0.414706 0.047170 0.109054 0.231038
WDR81 0.414513 0.042530 0.160489 0.233936
CLEC3B 0.316598 0.040463 0.000001 0.269396
SMPDL3A 0.316598 0.040463 0.000001 0.269396
FAM190B 0.311926 0.038351 0.000001 0.262695
APOBEC3H 0.415534 0.047479 0.449248 0.256177
SERPINA1 0.370463 0.044389 0.000001 0.265218
NEIL2 0.410823 0.046268 0.000001 0.247204
NPPA 0.398132 0.042372 0.000001 0.233947
PLOD1 0.398132 0.042372 0.000001 0.233947
GJB6 0.412392 0.046325 0.175054 0.235208
IGSF22 0.413659 0.047959 0.175832 0.222294
SRR 0.411699 0.040468 0.049999 0.241463
CTNNAL1 0.411699 0.040468 0.049999 0.241463
ZNF169 0.399708 0.049798 0.000001 0.196073
TTLL12 0.410508 0.044522 0.139803 0.252930
CASP7 0.413878 0.042667 0.235725 0.196045
MORN3 0.410777 0.047804 0.291012 0.245751
NEK6 0.323436 0.042602 0.000001 0.278838
KCNH1 0.342643 0.041922 0.000001 0.282011
BCAS4 0.413893 0.041666 0.282384 0.237419
CARD8 0.413893 0.041666 0.282384 0.237419
OR2W3 0.413893 0.041666 0.282384 0.237419
ARHGAP4 0.413893 0.041666 0.282384 0.237419
SGCA 0.393347 0.041187 0.000001 0.245295
SMUG1 0.393347 0.041187 0.000001 0.245295
SNPH 0.408810 0.042686 0.236399 0.277541
CLTCL1 0.408813 0.041078 0.147710 0.222379
LY6G5C 0.407736 0.050539 0.123873 0.250876
CDH13 0.345773 0.045790 0.000001 0.314113
PAQR8 0.410360 0.047238 0.104674 0.205063
CDA 0.406936 0.042142 0.106078 0.238485
NECAP2 0.409454 0.052909 0.140528 0.229066
SF3A3 0.354022 0.044956 0.000001 0.276599
HCFC1 0.354022 0.044956 0.000001 0.276599
ORM2 0.354022 0.044956 0.000001 0.276599
NAGPA 0.408110 0.043987 0.058779 0.235588
SNX7 0.408110 0.043987 0.058779 0.235588
EMR1 0.408412 0.040218 0.277201 0.236284
PNPLA7 0.406273 0.045212 0.087886 0.242295
CHPT1 0.406273 0.045212 0.087886 0.242295
BCAR1 0.406480 0.047188 0.197578 0.246213
C11orf63 0.341901 0.042274 0.000001 0.294873
GSTM2 0.341901 0.042274 0.000001 0.294873
BBS4 0.407350 0.057650 0.212279 0.208590
WARS2 0.253015 0.038922 0.000001 0.308850
AMACR 0.405329 0.042950 0.518734 0.249255
UHRF1BP1 0.404776 0.044027 0.222961 0.229389
MCM8 0.406412 0.041080 0.374728 0.273895
PRKAB1 0.335042 0.048544 0.000001 0.255676
C11orf46 0.406160 0.050828 0.185114 0.224308
SLC5A10 0.317371 0.061898 0.000001 0.326269
TJP2 0.386720 0.044103 0.000001 0.237020
DTX2 0.403926 0.049600 0.131086 0.209186
PKD2 0.304629 0.048210 0.000001 0.250869
CD93 0.348877 0.044404 0.000001 0.285379
GPR162 0.404371 0.042861 0.096686 0.224605
GNG8 0.405699 0.043904 0.306634 0.248161
ZNF467 0.402175 0.047117 0.115335 0.238738
NEO1 0.402880 0.049914 0.094648 0.230435
DDX3Y 0.402880 0.049914 0.094648 0.230435
ACAP1 0.402880 0.049914 0.094648 0.230435
COL6A1 0.310426 0.043801 0.000001 0.247244
RYR2 0.310426 0.043801 0.000001 0.247244
PKD2L1 0.353672 0.044601 0.000001 0.245007
DUSP14 0.401625 0.043308 0.000001 0.255081
KCTD10 0.401330 0.049821 0.051059 0.242528
NOS2 0.297682 0.051111 0.000001 0.354093
ANG 0.401432 0.045872 0.056118 0.267952
PRKCB 0.401432 0.045872 0.056118 0.267952
LTA4H 0.360837 0.045398 0.000001 0.278006
TYMP 0.360837 0.045398 0.000001 0.278006
SPIN2B 0.360837 0.045398 0.000001 0.278006
PROSC 0.360837 0.045398 0.000001 0.278006
KNDC1 0.401877 0.049838 0.039735 0.215775
CACNA1A 0.401877 0.049838 0.039735 0.215775
CKAP2 0.401201 0.048454 0.049913 0.248409
C1orf86 0.307582 0.047559 0.000001 0.290258
MYOM1 0.400501 0.041640 0.070622 0.264379
MPPE1 0.402169 0.044845 0.130790 0.259869
HAL 0.402469 0.045634 0.342757 0.247127
MFSD7 0.398390 0.048327 0.081625 0.235084
FCER1G 0.398390 0.048327 0.081625 0.235084
PPP2CB 0.398390 0.048327 0.081625 0.235084
MRGPRE 0.344532 0.044725 0.000001 0.296900
INVS 0.329999 0.045868 0.000001 0.262977
SLFN5 0.396290 0.041702 0.357975 0.269346
CCHCR1 0.297659 0.046183 0.000001 0.279143
SLC23A3 0.398500 0.049516 0.012071 0.248620
MTSS1 0.274147 0.039730 0.000001 0.317203
FAM167B 0.399160 0.053988 0.153127 0.220811
CDC7 0.397349 0.045419 0.132805 0.224282
MSR1 0.366984 0.041135 0.000001 0.262784
CDK5R1 0.400138 0.044816 0.235354 0.237373
ASRGL1 0.398358 0.045374 0.087243 0.229966
GALNT9 0.395951 0.049085 0.114355 0.250018
C1orf96 0.397181 0.045310 0.021436 0.234970
ANKRD34B 0.283513 0.047444 0.000001 0.412571
EHD4 0.396145 0.056410 0.040746 0.215101
ADI1 0.370151 0.042276 0.000001 0.270240
FCRL3 0.396538 0.044491 0.067076 0.243861
ITPA 0.311451 0.038588 0.000001 0.306516
LDOC1L 0.302284 0.045341 0.000001 0.367803
GPR124 0.395058 0.046375 0.238748 0.244554
L3MBTL3 0.394392 0.043025 0.249102 0.252238
RFT1 0.337038 0.045659 0.000001 0.269252
ELP3 0.337038 0.045659 0.000001 0.269252
SPHK1 0.394079 0.043157 0.039599 0.223922
EXTL2 0.394079 0.043157 0.039599 0.223922
CPAMD8 0.393726 0.042295 0.013364 0.240827
STARD10 0.304250 0.044715 0.000001 0.276459
KLF8 0.304250 0.044715 0.000001 0.276459
ADCK3 0.283809 0.039380 0.000002 0.275723
HSPA1B 0.397564 0.059416 0.188610 0.259940
MAGT1 0.397564 0.059416 0.188610 0.259940
FAM69B 0.393189 0.042793 0.174478 0.243808
KBTBD11 0.287081 0.043014 0.000001 0.311663
MASTL 0.320633 0.041153 0.000002 0.260739
