gene h2 se p
PNPLA7 0.965919 0.385446 0.009647
LOC388564 0.891997 0.374286 0.00965
ZNF3 0.907479 0.380510 0.009679
ESYT2 0.999999 0.397277 0.009879
C2orf74 0.931803 0.379531 0.009978
IL17D 0.800115 0.363410 0.009984
ABCC5 0.862728 0.366552 0.01007
LRP10 0.855329 0.362216 0.01008
TNFRSF9 0.906937 0.382612 0.01021
SRD5A3 0.853937 0.372005 0.01027
ZNF132 0.899685 0.375962 0.01039
GNS 0.926678 0.379488 0.01043
LOC285593 0.857320 0.368745 0.01049
SEC14L2 0.928795 0.381300 0.01049
SNHG3 0.921786 0.380633 0.0105
IRF2 0.834676 0.366530 0.01052
BCL7A 0.956187 0.384984 0.01054
GFPT1 0.896406 0.378696 0.01055
NPPA 0.808716 0.359893 0.01059
BPTF 0.890451 0.376141 0.01063
CRYZ 0.912324 0.377679 0.01064
PFN2 0.883118 0.373897 0.01067
AMZ2P1 0.916514 0.378039 0.01073
DPYSL2 0.825974 0.371154 0.01073
DHTKD1 0.922824 0.376277 0.01076
SLC15A2 0.872706 0.374158 0.01077
C17orf106 0.884109 0.373246 0.01078
PRDM15 0.896248 0.377436 0.01083
LOXL2 0.815724 0.362895 0.01091
EPM2A 0.880426 0.371701 0.01102
PPP1R2P1 0.767028 0.356857 0.01104
TMEM106A 0.889810 0.373194 0.01104
APOBEC3H 0.984567 0.389795 0.01112
SMC1B 0.896058 0.375999 0.01113
AKD1 0.810833 0.359386 0.01119
RG9MTD3 0.999999 0.394097 0.0112
DMPK 0.852512 0.368441 0.01121
ADAR 0.827832 0.370568 0.01126
KPNA4 0.890908 0.379538 0.0113
TRNP1 0.825113 0.366547 0.01131
SLC2A8 0.917042 0.380608 0.01136
PLEK2 0.989854 0.392107 0.01138
TC2N 0.845801 0.368492 0.01138
TCTN3 0.961539 0.387020 0.01147
C4BPA 0.850313 0.366047 0.0115
ZADH2 0.952151 0.386791 0.01151
GATC 0.940159 0.385588 0.01153
DNAH1 0.792139 0.363354 0.0116
MYBPC2 0.904460 0.377619 0.01163
NAGK 0.861960 0.376332 0.01166
PLAU 0.893780 0.375862 0.01167
ATOH8 0.892993 0.374711 0.0117
MTHFR 0.912222 0.382502 0.01173
PGM3 0.896508 0.376419 0.01173
CERCAM 0.963046 0.388295 0.01174
CXCR2 0.947277 0.386442 0.01177
C10orf68 0.864364 0.371361 0.01182
ADAM12 0.998829 0.393313 0.01186
MICAL1 0.824161 0.362490 0.01196
GLI4 0.873435 0.374872 0.012
LOC391322 0.886397 0.376595 0.01202
RPH3A 0.924483 0.382430 0.01202
CCDC134 0.846620 0.368640 0.01212
CBARA1 0.782942 0.357590 0.01213
NLRP6 0.807523 0.365021 0.01222
DEPDC5 0.788780 0.364318 0.01228
FAM89B 0.829822 0.368373 0.01232
AP3M2 0.842688 0.370021 0.01233
TREM1 0.838962 0.366035 0.01235
RNF145 0.874942 0.376509 0.01244
SGK223 0.777188 0.362172 0.01246
C17orf57 0.873761 0.376601 0.01247
LTA 0.720554 0.343659 0.0125
EIF6 0.898773 0.379083 0.01257
LIPN 0.813611 0.364545 0.01258
FAM113A 0.838438 0.371586 0.01265
ERCC8 0.873845 0.374957 0.01267
MYO1B 0.807403 0.366948 0.01267
CREM 0.919273 0.384832 0.01271
MUTYH 0.907376 0.383256 0.01271
KLHL23 0.866772 0.374865 0.01274
THBD 0.883320 0.378103 0.01274
USP9Y 0.793578 0.364958 0.01283
EXOC3 0.896875 0.382019 0.01292
KIAA1217 0.872520 0.378530 0.01293
CD300A 0.819709 0.366379 0.01295
LSS 0.871317 0.373475 0.013
OSGIN2 0.920013 0.384793 0.01301
C2orf27A 0.902817 0.381681 0.01303
CHADL 0.843618 0.371472 0.01303
MS4A4A 0.851108 0.372209 0.01303
SEPT7P2 0.894272 0.382355 0.01303
CRIP3 0.783535 0.356610 0.01307
MED19 0.964224 0.392478 0.01307
MEFV 0.792035 0.363342 0.01307
DCHS1 0.847394 0.371278 0.01312
PGM5 0.832756 0.370408 0.01313
MYO5B 0.911530 0.383594 0.01315
CCDC24 0.882641 0.378863 0.01322
APOLD1 0.825805 0.365787 0.01323
C1orf89 0.862366 0.371955 0.01325
ARRDC5 0.931665 0.385617 0.01326
MAP2K5 0.857385 0.374134 0.01327
STAB1 0.884842 0.383358 0.0133
HYLS1 0.837801 0.370361 0.01346
PWWP2B 0.943894 0.391904 0.01347
MRPL21 0.806008 0.366985 0.0135
NNT 0.892365 0.379950 0.01353
SENP6 0.851575 0.372631 0.01353
STON1 0.893470 0.380643 0.01353
INO80B 0.912656 0.386070 0.01356
CORO2B 0.939068 0.386530 0.01358
MFSD7 0.870595 0.376515 0.01358
CDK18 0.790648 0.364879 0.01365
ZNF234 0.818741 0.372439 0.01366
TMEM98 0.858395 0.375773 0.01372
C2orf3 0.884940 0.380368 0.01377
HLCS 0.814002 0.369044 0.01379
LGALS9 0.846263 0.373389 0.01384
PRR11 0.843133 0.371499 0.01385
C15orf17 0.849396 0.372417 0.01387
TCF12 0.806558 0.365058 0.01393
SCUBE3 0.867560 0.378931 0.01396
TEK 0.863614 0.377539 0.01399
ZNF514 0.914602 0.385951 0.01402
TMEM194B 0.837551 0.371405 0.01414
HLA-DMA 0.815689 0.368849 0.01417
PADI6 0.870264 0.380911 0.01418
SPATA20 0.773081 0.365976 0.0142
LOC162632 0.845618 0.373625 0.01421
XKR9 0.907799 0.383545 0.01424
SON 0.831193 0.372769 0.01435
HERC1 0.795221 0.365841 0.0144
TTC37 0.958718 0.393711 0.01444
RABEP2 0.830640 0.371047 0.01445
ZNF681 0.882593 0.379865 0.01454
DGCR10 0.873779 0.383443 0.01455
SUPT7L 0.822511 0.371734 0.01466
TUBA1A 0.797607 0.362492 0.01467
FAM196B 0.720395 0.359873 0.0147
DNTTIP1 0.765843 0.356031 0.01472
KIAA0664L3 0.838264 0.374534 0.01472
MAST3 0.868704 0.377969 0.01476
PRR13 0.863903 0.376845 0.01477
C11orf30 0.840732 0.375732 0.01479
PRDX6 0.843402 0.375092 0.01481
MYO3B 0.837882 0.374176 0.01485
TCL6 0.815341 0.371278 0.01493
SDR39U1 0.832045 0.377484 0.01497
SUGT1P3 0.807832 0.371565 0.01497
NAT14 0.810789 0.372915 0.01502
ZNF547 0.896345 0.388101 0.01506
TUBB 0.667607 0.346568 0.01508
KLRC1 0.637600 0.337969 0.0151
ORAI2 0.729244 0.357659 0.01512
FKBP9 0.802170 0.366682 0.01514
RNF135 0.833705 0.374105 0.01514
GLB1L 0.867487 0.378547 0.01522
NUP85 0.851455 0.378608 0.01535
RALGDS 0.918809 0.386591 0.01538
URB2 0.756434 0.363103 0.01544
USO1 0.825374 0.373965 0.01546
A4GALT 0.857645 0.377170 0.01551
RPL23AP7 0.862858 0.383808 0.01554
TSTD2 0.694566 0.351941 0.01555
LRRC26 0.816203 0.375616 0.01558
UBXN1 0.840960 0.376570 0.01559
PDSS2 0.830758 0.374127 0.01563
MINA 0.781138 0.362201 0.01565
UTY 0.762817 0.365304 0.01568
CA6 0.870415 0.383533 0.01581
HSPA5 0.859345 0.378725 0.01582
ISCA2 0.866654 0.384081 0.01584
KLRK1 0.762884 0.361041 0.01588
CNP 0.829944 0.376911 0.01592
VASP 0.769343 0.365335 0.01593
PMM1 0.904630 0.388057 0.01594
GPN3 0.939380 0.392498 0.016
BNIPL 0.887710 0.383820 0.01606
HYOU1 0.957982 0.395604 0.01608
GIMAP4 0.777834 0.366214 0.01611
CCDC130 0.716466 0.357409 0.01613
ARHGEF17 0.844407 0.376594 0.01616
RPL38 0.801798 0.369460 0.0162
WNT6 0.905815 0.387604 0.01621
ZNF394 0.770124 0.371992 0.01622
LRRC61 0.863209 0.381386 0.01625
SNX22 0.753972 0.362259 0.01627
ZNF343 0.886254 0.384003 0.01628
ZNF678 0.682353 0.355568 0.0163
KIAA0562 0.799494 0.370905 0.01631
UCP3 0.783815 0.363577 0.01631
LRIG2 0.869198 0.383220 0.01632
NDUFV3 0.824265 0.371691 0.01633
MTMR3 0.882318 0.385085 0.01634
COBL 0.818993 0.374565 0.0164
SLC39A3 0.874839 0.382005 0.01645
BRP44 0.847916 0.378511 0.01649
ZP3 0.791045 0.372334 0.01653
NPC1 0.862949 0.381636 0.01654
CTDNEP1 0.873163 0.381805 0.01655
RBM43 0.792857 0.369294 0.01656
CTU1 0.754030 0.363649 0.01657
PLA2G16 0.809629 0.371451 0.01658
IL10 0.801824 0.368941 0.0166
RPS6KL1 0.835552 0.377470 0.0166
SDK1 0.850213 0.376971 0.0166
KLF16 0.893961 0.385573 0.01661
NT5DC2 0.840138 0.378615 0.01664
UNC45B 0.826565 0.376313 0.01664
NEIL1 0.742615 0.361423 0.01665
NAP1L5 0.665396 0.338559 0.0168
DNAJC5B 0.597909 0.331721 0.01681
ANXA9 0.814186 0.375743 0.01685
GGTA1 0.801928 0.369290 0.01687
PTPRU 0.832743 0.374282 0.01688
PCTP 0.910244 0.390000 0.01689
WWP1 0.750524 0.361525 0.01694
TGM1 0.746415 0.358371 0.01695
TNFRSF18 0.898639 0.389051 0.01697
PPAPDC1B 0.792950 0.369617 0.01703
GCHFR 0.794021 0.372931 0.01712
PCDHGA7 0.803840 0.372179 0.01712
KIT 0.846518 0.383794 0.01719
FAM118B 0.828433 0.375954 0.0172
RAMP1 0.887395 0.389672 0.01735
AGGF1 0.801348 0.372219 0.01738
ZNF517 0.730399 0.363650 0.0174
UBE2M 0.855378 0.381883 0.01741
CEACAM21 0.732243 0.359384 0.01749
SGCB 0.867914 0.382827 0.01749
FAM69B 0.782453 0.368491 0.0176
CLEC1B 0.949873 0.396884 0.01771
E2F3 0.829333 0.381177 0.01773
PRKCDBP 0.772181 0.362777 0.01776
MAP6D1 0.878015 0.385987 0.0179
ZG16B 0.772597 0.366338 0.01791
ProSAPiP1 0.773937 0.374850 0.01793
FAM120A 0.816147 0.378356 0.01799
THBS3 0.852821 0.382478 0.01801
SCAND2 0.773552 0.372282 0.01812
DIP2A 0.845793 0.386895 0.01819
MAP9 0.826801 0.375739 0.01819
DAP 0.826285 0.380685 0.01824
TMEM86B 0.859481 0.384144 0.01827
GSTT1 0.815503 0.376509 0.01831
CISH 0.808113 0.373060 0.01835
PDE5A 0.845624 0.381783 0.01835
MRPL44 0.702119 0.354335 0.01853
GRM2 0.741444 0.358506 0.01855
LOC400960 0.760236 0.368669 0.01855
VAMP2 0.752195 0.365704 0.01868
SPNS1 0.779175 0.368199 0.01878
NCOA7 0.847848 0.384562 0.01883
DDX12 0.759819 0.362142 0.01885
C1orf70 0.781066 0.370924 0.01886
P2RX6 0.824052 0.380724 0.01889
STX11 0.766123 0.365002 0.019
RASSF3 0.865741 0.385955 0.01902
SHISA4 0.789910 0.372129 0.01902
MIR631 0.760744 0.368144 0.01906
RNMT 0.738073 0.362258 0.01907
CRIM1 0.827455 0.379953 0.01909
GTF2H4 0.689887 0.349258 0.0191
C14orf28 0.806960 0.379053 0.01911
TMX4 0.763214 0.366791 0.01914
TTC12 0.829782 0.380723 0.01914
NEDD9 0.720054 0.367907 0.01915
NME2 0.929603 0.397636 0.01927
NLN 0.820238 0.377815 0.01934
KHDC1 0.838358 0.382955 0.01937
XIAP 0.880335 0.391573 0.01938
WARS2 0.839065 0.382224 0.01945
MFSD1 0.809856 0.374665 0.01949
GOLGA7 0.905347 0.395260 0.01953
PPM1F 0.786190 0.368193 0.01961
ADK 0.785040 0.371695 0.01962
CRISP3 0.572007 0.326956 0.01962
SNORA44 0.704648 0.356656 0.01962
ZNF389 0.689745 0.353365 0.01963
SLC44A5 0.794034 0.374339 0.01968
CHST10 0.713828 0.362225 0.01978
CENPV 0.801037 0.374094 0.02003
ZFYVE19 0.859083 0.386041 0.02006
MELK 0.775302 0.373411 0.02021
HPD 0.837433 0.386461 0.02025
LOC386758 0.697880 0.356397 0.02042
LRRIQ3 0.747431 0.364743 0.02049
LOC729970 0.795406 0.377468 0.02053
CAPS 0.756988 0.368295 0.02056
PLTP 0.753174 0.363130 0.02064
FLJ33065 0.745777 0.363847 0.02066
C3orf42 0.830099 0.379668 0.02067
SNUPN 0.763673 0.368765 0.0207
SFI1 0.758344 0.366873 0.02075
AMDHD1 0.759857 0.369749 0.02079
LOC494127 0.842519 0.387778 0.02081
TTC3 0.658350 0.354147 0.02085
C9orf156 0.845438 0.382500 0.02087
RHOA 0.824832 0.386680 0.02088
MYBL2 0.831470 0.382517 0.02091
PRX 0.766225 0.376521 0.02094
DDX31 0.856969 0.385851 0.02101
OAS2 0.652943 0.351320 0.02103
CRY2 0.818232 0.381358 0.02107
GOLM1 0.892548 0.393090 0.02109
MT3 0.694845 0.359529 0.0211
AGER 0.579557 0.328976 0.02116
DSP 0.800277 0.375899 0.02119
SBF2 0.798120 0.378358 0.02123
CLCN6 0.727663 0.366413 0.02124
ADRBK2 0.613621 0.344116 0.02135
MED29 0.832430 0.384502 0.0214
DPH2 0.779636 0.372842 0.02141
LOC643749 0.796965 0.377746 0.02147
TNFRSF17 0.771829 0.375186 0.02152
LOC100507463 0.711803 0.359183 0.02155
GALNT14 0.838171 0.385462 0.02158
OAS1 0.683113 0.356625 0.02159
HLA-DOA 0.751348 0.367878 0.0216
NBPF3 0.786154 0.375465 0.02163
RAC1 0.849756 0.386456 0.02163
RBMXL1 0.782348 0.375434 0.02169
ABHD11 0.796113 0.380728 0.0217
CCDC122 0.878370 0.392460 0.02171
SRR 0.778799 0.378666 0.02172
TCEB3 0.841687 0.389674 0.02176
TSKS 0.808256 0.383909 0.02183
TTC25 0.697754 0.359441 0.02183
RRP12 0.879082 0.394112 0.02184
EPHX1 0.740142 0.367544 0.02188
BRI3 0.783447 0.373322 0.02189
C9orf140 0.796956 0.374655 0.0219
LOC220594 0.814813 0.380046 0.02192
MAP2K7 0.778130 0.376286 0.02208
SNHG8 0.806797 0.382000 0.02209
CCDC53 0.782211 0.377482 0.02214
PIP5K1A 0.655272 0.349831 0.02219
DEK 0.773717 0.376967 0.02221
ST3GAL5 0.852413 0.388002 0.02223
SP140L 0.736027 0.370077 0.02227
PIK3R3 0.847756 0.386964 0.02228
C16orf55 0.763899 0.371068 0.02245
EML6 0.831781 0.384313 0.02245
PSEN1 0.865030 0.395297 0.02248
ZNF771 0.687361 0.357814 0.02249
MOGS 0.751089 0.368712 0.02252
FAM175B 0.861552 0.392348 0.02255
GPRC5C 0.806869 0.379261 0.02259
GALM 0.745664 0.369186 0.02262
IQCB1 0.839168 0.387292 0.02262
DDX3Y 0.708055 0.363551 0.02268
AP4M1 0.748981 0.369445 0.0227
TRIM22 0.697839 0.364058 0.02275
POLR2I 0.790016 0.375550 0.02279
SMPDL3B 0.768820 0.375954 0.02296
SLC22A3 0.770580 0.374234 0.023
MSH5 0.701971 0.361265 0.02301
FAM107A 0.784114 0.376306 0.02307
DNAJB12 0.754413 0.370469 0.02308
CENPT 0.724600 0.362974 0.0231
ARF1 0.737454 0.366629 0.02312
PEAK1 0.689750 0.359371 0.02323
C9orf78 0.811593 0.383425 0.02345
GP1BA 0.856100 0.389739 0.02345
EXPH5 0.738331 0.365743 0.02365
PET112L 0.846217 0.387782 0.02367
POLM 0.689012 0.363151 0.02369
ADAMTS10 0.722061 0.371624 0.02375
SLC7A9 0.800306 0.380002 0.02395
BANF1 0.759971 0.373693 0.02396
C19orf20 0.738904 0.366324 0.02398
TBC1D22B 0.718909 0.362184 0.02412
TRIM14 0.785056 0.378196 0.02412
EXOSC7 0.747558 0.373889 0.02419
LINS 0.811623 0.385270 0.02421
MORN1 0.707059 0.366100 0.02424
C2orf58 0.798500 0.381633 0.02428
DLEU7 0.725706 0.364272 0.0243
COL19A1 0.741543 0.370296 0.02446
GNL1 0.667553 0.355398 0.02446
SHD 0.728474 0.368130 0.02448
CENPK 0.850066 0.390783 0.02453
RFT1 0.770193 0.374127 0.02457
REP15 0.757730 0.375154 0.02476
STK19 0.770106 0.376177 0.02476
SYT11 0.840081 0.393322 0.02483
C6orf125 0.849549 0.390067 0.02487
INPP5D 0.849180 0.391145 0.02503
LOC100128788 0.713739 0.369069 0.02514
CLCN7 0.773447 0.376626 0.02525
ROBO4 0.733206 0.369972 0.02529
INPP5J 0.751484 0.373757 0.02531
HDAC5 0.711485 0.365726 0.02535
MORN3 0.826230 0.386277 0.02553
HPCAL4 0.829062 0.388587 0.02556
ZNF318 0.735699 0.369369 0.02563
MIR3190 0.749707 0.375620 0.02568
GIGYF1 0.730426 0.370094 0.02575
TMEM144 0.842014 0.392395 0.02582
DRAM1 0.723447 0.368631 0.02585
MRTO4 0.778065 0.379974 0.02588
THNSL2 0.763434 0.375307 0.02588
C1QTNF6 0.772601 0.379594 0.02592
KIAA1409 0.661424 0.357110 0.02594
C17orf68 0.765127 0.377767 0.026
MARCH3 0.593256 0.343826 0.02603
DEGS1 0.809458 0.385350 0.02604
PLEKHA6 0.657885 0.356034 0.02609
CCDC64B 0.765513 0.377958 0.02621
LYN 0.772978 0.381106 0.02631
YWHAG 0.661613 0.360831 0.02641
RPL12 0.769687 0.377477 0.02642
TBC1D10B 0.790352 0.383588 0.02645
KIF1B 0.686914 0.361126 0.02652
DOK6 0.774367 0.380125 0.02658
AP1M2 0.691650 0.364048 0.02665
NT5DC3 0.784665 0.378767 0.02669
ADCK2 0.767362 0.379425 0.02674
ANKRD34B 0.748140 0.375416 0.0268
SLC25A4 0.721045 0.366363 0.02684
XKR3 0.690603 0.365877 0.027
CLDN9 0.739503 0.371479 0.02716
SERPINB8 0.785673 0.382472 0.02716
LOC100133545 0.778253 0.381317 0.0272
C22orf34 0.861158 0.395754 0.02728
DGCR9 0.832772 0.389344 0.02728
SMAP1 0.722925 0.366892 0.02729
PSMB11 0.816642 0.388466 0.02738
MAP3K5 0.706927 0.366130 0.02745
CLEC12B 0.892843 0.401529 0.02755
METTL4 0.671334 0.364538 0.02759
ZCCHC6 0.777526 0.380112 0.02761
FHL3 0.785794 0.386472 0.02766
CRIP1 0.791023 0.382361 0.02768
SLC35B3 0.669679 0.357034 0.02769
AKR1E2 0.649426 0.352399 0.02781
MAL 0.625582 0.346400 0.02787
MYO7B 0.772506 0.377308 0.02794
QRICH1 0.767268 0.378438 0.02798
SMAD5 0.782568 0.385251 0.02798
CRELD2 0.711050 0.364231 0.02804
BRCA1 0.740897 0.375626 0.02808
IFI44 0.623981 0.359325 0.02816
MANSC1 0.770105 0.380460 0.02829
FPR2 0.689696 0.361531 0.02837
TPD52 0.785031 0.385096 0.02838
C14orf93 0.749910 0.376660 0.02841
MYO9B 0.771571 0.383968 0.02841
C5orf20 0.659390 0.360952 0.02843
SMOC1 0.755142 0.378698 0.02846
SCT 0.712269 0.370825 0.02848
AKR1A1 0.759064 0.379279 0.02849
MAG 0.815325 0.392758 0.02853
PIGN 0.726876 0.377263 0.02856
LOC100499405 0.731447 0.375015 0.02868
C20orf30 0.729249 0.373176 0.02874
MST1P9 0.692898 0.365378 0.02875
KDM5D 0.688442 0.366268 0.02876
DTWD1 0.731832 0.372817 0.02884
YWHAB 0.660532 0.363542 0.02896
CWF19L1 0.747826 0.378271 0.02902
POMZP3 0.695854 0.365946 0.02903
MN1 0.761336 0.380009 0.02906
DOPEY2 0.686895 0.367100 0.02907
TIMP2 0.793782 0.383355 0.02908
NUDCD2 0.720901 0.378103 0.02926
LTB 0.645938 0.354795 0.02932
LOC338651 0.747701 0.374986 0.02941
BMP4 0.735793 0.375403 0.02945
MMP8 0.563053 0.339251 0.02945
MARK3 0.661563 0.357274 0.02951
UPK3B 0.769194 0.381921 0.02956
ZNF714 0.760925 0.381805 0.02962
UBE2D3 0.751830 0.381721 0.0298
ITM2B 0.770537 0.382274 0.02987
MYBPC3 0.755449 0.379281 0.02993
DCST2 0.770660 0.382485 0.02995
GNAQ 0.678753 0.366758 0.0301
RNF207 0.642720 0.363348 0.0301
ATP6V1C2 0.638198 0.357554 0.03024
SULT1A2 0.801599 0.391483 0.03026
OAS3 0.620145 0.357385 0.0303
ZBTB5 0.736083 0.375955 0.03035
PSMC3 0.745189 0.378437 0.03041
PRAM1 0.769664 0.383503 0.03045
DNMT3B 0.605149 0.351498 0.03046
LPCAT1 0.742538 0.379311 0.0306
BHLHE40 0.702503 0.370373 0.03062
GSK3A 0.738117 0.375996 0.03087
FCRL1 0.708259 0.372252 0.03102
NME6 0.653400 0.362299 0.03104
LOC387723 0.592143 0.347003 0.0311
GMIP 0.697518 0.368774 0.03121
SPHK1 0.664003 0.365711 0.03121
RIN1 0.716180 0.372272 0.03131
HOXA3 0.738033 0.382916 0.03137
NKIRAS2 0.803882 0.390905 0.03139
SCML4 0.737645 0.376596 0.03141
NSMCE1 0.704963 0.371099 0.03142
C17orf88 0.655618 0.358747 0.03149
LOC100499177 0.784858 0.386218 0.03153
SYNJ2 0.683691 0.367160 0.03156
SEMA4G 0.717783 0.374741 0.0317
ESRG 0.777835 0.386731 0.03171
LRP3 0.766460 0.384816 0.03174
EPHB1 0.805923 0.394572 0.03188
SORCS3 0.665825 0.367299 0.03188
CFL1 0.661508 0.365175 0.03189
NFXL1 0.744662 0.381615 0.0319
PXMP4 0.670753 0.371648 0.03196
TMEM158 0.865512 0.404195 0.03198
MGMT 0.711199 0.374385 0.03201
CXorf40A 0.724354 0.381600 0.03204
PPP2R3C 0.646019 0.360678 0.03205
SLC37A2 0.711725 0.376387 0.03212
TOR1B 0.652984 0.367670 0.03215
ALKBH4 0.641851 0.364202 0.03218
ZNF554 0.554831 0.339847 0.03223
ZNF605 0.709206 0.372313 0.03225
C2orf63 0.885001 0.406012 0.03228
NKX3-1 0.769492 0.386594 0.03236
SHF 0.713572 0.373135 0.03242
RPL14 0.703829 0.373231 0.03245
TTC21A 0.725051 0.378522 0.03247
NT5C3 0.714110 0.376562 0.0325
ZSCAN12 0.555644 0.338805 0.0325
TAS2R20 0.725030 0.377122 0.03268
GPR141 0.737985 0.380073 0.03269
SEC14L3 0.692448 0.372212 0.03271
RCCD1 0.591069 0.348330 0.03273
HBG1 0.771561 0.385014 0.03287
ZCCHC18 0.646915 0.362486 0.03287
ELK4 0.621321 0.355911 0.03295
IGFBP3 0.691973 0.372905 0.03298
HGD 0.802117 0.391003 0.03301
FBXL20 0.639063 0.355878 0.03303
CBWD1 0.732552 0.378106 0.03304
CDC7 0.596168 0.350360 0.03307
IL12RB2 0.635672 0.354760 0.03309
SLC12A3 0.659741 0.365067 0.03309
INO80E 0.735292 0.379936 0.03314
GBP7 0.795329 0.391535 0.03315
ADPRHL1 0.818682 0.396603 0.03321
PPIL2 0.731975 0.381437 0.03322
LOC338739 0.731533 0.384023 0.03323
MON1B 0.817391 0.397380 0.03326
PDZK1 0.648210 0.364304 0.03351
HIST1H2BH 0.675944 0.366233 0.03353
EFCAB4A 0.697291 0.372829 0.03362
NEDD4 0.690475 0.371445 0.03362
EXT1 0.759499 0.386948 0.03364
FLJ12825 0.691573 0.368924 0.03379
C19orf76 0.676151 0.368005 0.0338
IFI27L2 0.662101 0.367167 0.03384
QPRT 0.776784 0.389076 0.03387
psiTPTE22 0.756547 0.385622 0.0339
CCDC141 0.701327 0.373749 0.03398
SPPL2B 0.692228 0.370025 0.03407
POU2F1 0.743309 0.380475 0.03409
PTOV1 0.669541 0.366147 0.03409
MSH3 0.687612 0.368864 0.03411
P2RX7 0.704777 0.373214 0.03411
ZNF788 0.598712 0.357150 0.03411
FLJ23867 0.710192 0.377044 0.03414
TMEM169 0.659080 0.364756 0.03418
TLCD1 0.573119 0.343796 0.03421
UTP20 0.681501 0.370441 0.03422
CDK2AP1 0.686801 0.368792 0.03423
MACROD1 0.685494 0.372710 0.03444
PILRB 0.705533 0.372304 0.03452
EXOC3L 0.687081 0.375788 0.03456
CORO2A 0.725332 0.379282 0.03464
MYST3 0.693824 0.373192 0.03466
CD151 0.621226 0.356370 0.03467
GON4L 0.621748 0.360569 0.03468
ADAM9 0.810873 0.400142 0.03481
SMARCC1 0.787110 0.392382 0.03481
LOC145783 0.699881 0.372281 0.0349
RPS11 0.665898 0.364361 0.03493
NAT8B 0.692642 0.371940 0.03494
CCBL1 0.695525 0.373938 0.03505
FCRL3 0.690042 0.373290 0.03506
IDUA 0.665473 0.368749 0.03509
LOC400043 0.752506 0.384777 0.03509
SLC23A1 0.777821 0.390636 0.03511
FIS1 0.706324 0.376725 0.03512
NAPA 0.690656 0.373437 0.03512
ARHGAP31 0.547978 0.349031 0.03513
HMG20A 0.670584 0.369712 0.03515
CCDC90A 0.678148 0.372695 0.03517
DNAJC17 0.663207 0.370398 0.03518
TULP4 0.687154 0.371109 0.03524
SNRK 0.721973 0.379586 0.03527
C16orf86 0.669965 0.369505 0.0353
STX6 0.611803 0.363374 0.03532
DCLRE1C 0.745131 0.384940 0.03533
LRG1 0.594959 0.348209 0.03533
GNG11 0.711711 0.376100 0.0355
DCAF5 0.642109 0.363913 0.03551
MTX1 0.672815 0.366939 0.03551
TAF1C 0.682129 0.369393 0.03554
CD40 0.770732 0.390621 0.03559
PPP2R5E 0.675623 0.369907 0.03568
TMBIM6 0.644750 0.365117 0.03573
RFX1 0.729257 0.380113 0.03575
CACNB3 0.691118 0.373035 0.03579
TCF4 0.663525 0.366962 0.03579
IMMP2L 0.676983 0.368304 0.03588
C17orf55 0.719489 0.378562 0.03589
LPCAT3 0.722975 0.381749 0.03594
MDM4 0.728607 0.379330 0.03609
PMS2P11 0.595029 0.353144 0.03614
EIF1AY 0.661129 0.370043 0.03617
ATXN1 0.665256 0.371574 0.03633
ELOVL7 0.697475 0.373029 0.03645
USP37 0.755013 0.387147 0.03646
C21orf82 0.663106 0.366747 0.03657
CMPK2 0.601795 0.358109 0.0367
GPR65 0.658254 0.370386 0.03671
E2F4 0.690734 0.371617 0.03675
MAPK8IP1 0.726326 0.382227 0.03675
DCAF12 0.662709 0.371662 0.03676
TAF1L 0.668459 0.369219 0.03681
LRRC39 0.670397 0.368403 0.03684
LOC154822 0.669789 0.368516 0.03685
B3GALNT2 0.703754 0.377547 0.03686
ZNF333 0.741063 0.385336 0.03691
RALGAPA1 0.697327 0.374212 0.03701
TMEM204 0.647590 0.367954 0.03708
CLCN5 0.652870 0.371939 0.03709
PVT1 0.700396 0.378989 0.0371
STS 0.731650 0.381907 0.0371
FXYD5 0.655096 0.363953 0.03712
TSHZ3 0.809522 0.398842 0.03712
ASNS 0.788495 0.395162 0.03715
DDX43 0.732507 0.383470 0.03715
UBE2C 0.737470 0.384767 0.03715
TANC2 0.651200 0.367091 0.03716
BIK 0.717350 0.381069 0.03717
HYAL3 0.668561 0.369433 0.0373
ST13 0.647704 0.365174 0.03731
CMTM3 0.588843 0.352623 0.03733
NCRNA00174 0.736434 0.384170 0.03745
GPX1 0.692989 0.377657 0.03748
COX7A2L 0.645305 0.367145 0.03757
PELI3 0.695268 0.375048 0.0376
H2AFY2 0.720181 0.380703 0.03764
ZNF561 0.653120 0.370585 0.03764
C1orf50 0.524518 0.336557 0.0377
KIAA0319 0.660340 0.368796 0.03774
ARL17A 0.682212 0.372363 0.03777
CDC42SE2 0.620462 0.360800 0.03792
IL24 0.687125 0.373786 0.03796
SERPINE2 0.663092 0.371056 0.03796
MIAT 0.630581 0.363647 0.03801
CPM 0.628850 0.361010 0.03815
LOC645158 0.655303 0.368537 0.03818
C1orf115 0.757298 0.393343 0.03834
KIR3DL1 0.710237 0.381209 0.03838
KCNH3 0.678214 0.377419 0.03863
LOC388588 0.757868 0.389988 0.03863
GALNT9 0.702983 0.378810 0.03866
PLAT 0.694008 0.377411 0.03867
LY6E 0.548026 0.346523 0.03872
CUL1 0.705188 0.378447 0.03879
FAM117B 0.658988 0.369172 0.03879
C8orf46 0.667403 0.376338 0.03883
GPS2 0.682827 0.376787 0.03884
